transaction_id,product_id,customer_id,transaction_date,comparison date,recency (days),online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,
11174,90,3001,17/09/2017,30/12/2017,104,TRUE,Approved,Norco Bicycles,Standard,low,medium,$363.01,$290.41,10/05/2005,$72.60,M,48,22/07/1977,Engineer IV,Argiculture,Mass Customer,N,No,20,
11175,43,3201,11/10/2017,30/12/2017,80,FALSE,Approved,Solex,Standard,medium,medium,"$1,151.96",$649.49,16/02/2003,$502.47,M,61,31/03/2000,Assistant Professor,Financial Services,Mass Customer,N,Yes,1,
11176,62,3419,03/10/2017,30/12/2017,88,TRUE,Approved,Solex,Standard,medium,medium,$478.16,$298.72,07/02/2003,$179.44,F,13,09/07/1973,Information Systems Manager,n/a,Mass Customer,N,Yes,18,
11177,81,929,26/05/2017,30/12/2017,218,TRUE,Approved,Norco Bicycles,Standard,medium,small,$586.45,$521.94,25/08/1997,$64.51,M,0,04/09/1965,Database Administrator III,Financial Services,Mass Customer,N,Yes,13,
11178,29,1151,07/07/2017,30/12/2017,176,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,16/01/2004,$834.94,F,27,06/04/1965,VP Product Management,Argiculture,High Net Worth,N,Yes,19,
11179,28,2120,28/12/2017,30/12/2017,2,TRUE,Approved,Norco Bicycles,Standard,medium,small,"$1,216.14","$1,082.36",05/08/1991,$133.78,M,80,03/01/1997,Web Designer III,Manufacturing,Mass Customer,N,No,1,
11180,11,2763,11/12/2017,30/12/2017,19,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,274.93",$764.96,09/11/1996,$509.97,F,30,04/03/1979,Actuary,Financial Services,Mass Customer,N,Yes,10,
11181,84,844,01/02/2017,30/12/2017,332,FALSE,Approved,Giant Bicycles,Road,medium,medium,$792.90,$594.68,02/10/1992,$198.22,M,13,13/01/1978,Nurse Practicioner,Financial Services,High Net Worth,N,No,9,
11182,24,1857,04/09/2017,30/12/2017,117,TRUE,Approved,Solex,Road,medium,large,"$1,777.80",$820.78,21/05/2015,$957.02,M,57,20/09/1968,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,5,
11183,59,1357,07/10/2017,30/12/2017,84,TRUE,Approved,WeareA2B,Standard,medium,small,"$1,415.01","$1,259.36",05/01/2003,$155.65,M,69,14/05/1993,Research Nurse,Health,High Net Worth,N,No,6,
11184,39,2037,23/09/2017,30/12/2017,98,FALSE,Approved,Giant Bicycles,Standard,medium,large,"$1,812.75",$582.48,07/06/2010,"$1,230.27",M,19,04/01/1989,VP Marketing,IT,Mass Customer,N,No,6,
11185,4,658,06/01/2017,30/12/2017,358,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,07/11/1991,$451.65,M,38,24/01/1944,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8,
11186,60,2609,27/02/2017,30/12/2017,306,TRUE,Approved,Giant Bicycles,Standard,high,small,"$1,977.36","$1,759.85",05/11/2010,$217.51,F,17,18/12/1964,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14,
11187,82,377,27/10/2017,30/12/2017,64,FALSE,Approved,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,10/08/2015,$459.46,M,65,19/05/1999,Staff Scientist,Argiculture,Mass Customer,N,No,1,
11188,80,3372,17/10/2017,30/12/2017,74,TRUE,Approved,Trek Bicycles,Standard,medium,large,"$1,469.44",$596.55,18/05/2012,$872.89,M,62,25/09/1954,0,Telecommunications,High Net Worth,N,No,15,
11189,61,1899,10/03/2017,30/12/2017,295,FALSE,Approved,OHM Cycles,Standard,low,medium,$71.16,$56.93,17/12/1998,$14.23,M,29,02/09/1997,0,Retail,Affluent Customer,N,Yes,4,
11190,33,1502,25/10/2017,30/12/2017,66,FALSE,Approved,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",11/10/1992,$144.26,F,52,26/03/1990,Design Engineer,Financial Services,Affluent Customer,N,Yes,11,
11191,59,1436,08/02/2017,30/12/2017,325,FALSE,Approved,Solex,Standard,medium,large,"$1,061.56",$733.58,02/10/1993,$327.98,M,40,29/10/1999,General Manager,n/a,Affluent Customer,N,No,3,
11192,70,1755,01/06/2017,30/12/2017,212,TRUE,Approved,Trek Bicycles,Standard,high,medium,$495.72,$297.43,11/04/2015,$198.29,F,38,23/08/1986,Tax Accountant,Property,Mass Customer,N,No,20,
11193,79,1616,26/04/2017,30/12/2017,248,FALSE,Approved,Solex,Touring,medium,large,"$2,083.94",$675.03,05/08/1991,"$1,408.91",M,75,16/08/1955,Media Manager II,Retail,High Net Worth,N,Yes,19,
11194,2,955,15/03/2017,30/12/2017,290,FALSE,Approved,Solex,Standard,medium,medium,$71.49,$53.62,02/12/2012,$17.87,F,78,01/10/1989,Research Nurse,Health,Mass Customer,N,Yes,9,
11195,0,2006,31/01/2017,30/12/2017,333,TRUE,Approved,OHM Cycles,Standard,medium,medium,$235.63,$125.07,07/08/2004,$110.56,F,33,04/10/1999,Senior Developer,Property,High Net Worth,N,Yes,2,
11196,21,1673,01/04/2017,30/12/2017,273,TRUE,Approved,Solex,Standard,medium,large,"$1,071.23",$380.74,26/05/1993,$690.49,F,45,09/11/1978,Professor,Financial Services,Affluent Customer,N,Yes,21,
11197,3,1472,08/06/2017,30/12/2017,205,FALSE,Approved,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,15/09/2012,"$1,702.55",F,3,03/03/1964,Environmental Specialist,Financial Services,Mass Customer,N,No,17,
11198,99,2102,15/11/2017,30/12/2017,45,FALSE,Approved,OHM Cycles,Standard,medium,medium,"$1,227.34",$770.89,10/08/1994,$456.45,M,80,08/01/1976,Senior Editor,n/a,Affluent Customer,N,No,5,
11199,10,3225,20/11/2017,30/12/2017,40,FALSE,Approved,WeareA2B,Touring,medium,medium,"$1,466.68",$363.25,03/03/2014,"$1,103.43",M,19,19/06/1980,Chief Design Engineer,Health,Mass Customer,N,Yes,4,
11200,76,1864,14/09/2017,30/12/2017,107,FALSE,Approved,WeareA2B,Standard,low,medium,$642.31,$513.85,10/10/2014,$128.46,F,45,03/07/1960,Senior Quality Engineer,Retail,Mass Customer,N,No,18,
11201,72,2859,09/03/2017,30/12/2017,296,TRUE,Approved,OHM Cycles,Standard,medium,medium,$912.52,$141.40,18/10/2015,$771.12,F,98,04/02/1994,Assistant Professor,Argiculture,High Net Worth,N,No,5,
11202,41,2141,15/10/2017,30/12/2017,76,FALSE,Approved,Norco Bicycles,Standard,low,medium,$958.74,$748.90,02/10/1993,$209.84,F,50,21/08/1964,Programmer I,Financial Services,High Net Worth,N,Yes,4,
11203,13,2811,30/05/2017,30/12/2017,214,TRUE,Approved,Solex,Standard,medium,medium,"$1,163.89",$589.27,09/07/2016,$574.62,F,29,29/11/1976,Internal Auditor,Property,Mass Customer,N,No,22,
11204,25,2887,04/03/2017,30/12/2017,301,TRUE,Approved,OHM Cycles,Standard,high,medium,"$2,005.66","$1,203.40",21/01/1991,$802.26,M,42,24/02/1974,Speech Pathologist,Financial Services,High Net Worth,N,Yes,18,
11205,81,2680,27/06/2017,30/12/2017,186,FALSE,Approved,Norco Bicycles,Standard,medium,small,$586.45,$521.94,20/04/1993,$64.51,F,0,11/05/1959,Financial Analyst,Financial Services,Mass Customer,N,Yes,14,
11206,13,1004,10/06/2017,30/12/2017,203,TRUE,Approved,Solex,Standard,medium,medium,"$1,577.53",$826.51,16/03/2011,$751.02,M,35,09/07/1975,Business Systems Development Analyst,IT,High Net Worth,N,No,22,
11207,93,70,26/12/2017,30/12/2017,4,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,03/11/2000,$834.94,M,78,27/02/1993,Paralegal,Financial Services,Affluent Customer,N,No,8,
11208,60,2344,23/05/2017,30/12/2017,221,TRUE,Approved,Giant Bicycles,Standard,high,small,"$1,977.36","$1,759.85",22/10/2005,$217.51,M,93,04/03/1993,Nurse,Financial Services,Mass Customer,N,Yes,7,
11209,2,3430,07/04/2017,30/12/2017,267,TRUE,Approved,Solex,Standard,medium,medium,$71.49,$53.62,07/11/1991,$17.87,M,77,29/02/1964,Research Nurse,Health,Affluent Customer,N,Yes,9,
11210,4,1808,10/01/2017,30/12/2017,354,FALSE,Approved,Solex,Standard,medium,medium,"$1,483.20",$99.59,17/08/2004,"$1,383.61",M,98,15/12/1965,Information Systems Manager,Retail,High Net Worth,N,No,17,
11211,33,604,02/05/2017,30/12/2017,242,TRUE,Approved,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",11/10/1992,$144.26,F,72,10/02/1998,Help Desk Operator,IT,Affluent Customer,N,No,3,
11212,74,763,16/08/2017,30/12/2017,136,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,22/05/2000,$827.16,F,95,05/11/1987,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12,
11213,66,1948,07/05/2017,30/12/2017,237,TRUE,Approved,Giant Bicycles,Road,low,small,$590.26,$525.33,05/11/2010,$64.93,F,30,08/06/1964,0,Entertainment,Mass Customer,N,No,11,
11214,99,3160,08/11/2017,30/12/2017,52,FALSE,Approved,OHM Cycles,Standard,medium,medium,"$1,227.34",$770.89,10/08/1994,$456.45,M,87,03/07/1978,Mechanical Systems Engineer,IT,Mass Customer,N,No,21,
11215,76,3314,20/05/2017,30/12/2017,224,FALSE,Approved,WeareA2B,Standard,low,medium,$642.31,$513.85,16/09/2013,$128.46,F,50,31/10/1972,0,Financial Services,Mass Customer,N,Yes,12,
11216,80,1327,29/05/2017,30/12/2017,215,TRUE,Approved,OHM Cycles,Touring,low,medium,"$1,073.07",$933.84,25/01/1997,$139.23,F,57,25/11/1995,Director of Sales,Property,Affluent Customer,N,No,6,
11217,20,1361,19/09/2017,30/12/2017,102,FALSE,Approved,Trek Bicycles,Standard,medium,small,"$1,775.81","$1,580.47",05/05/2010,$195.34,M,56,12/12/1964,Professor,Manufacturing,Affluent Customer,N,No,19,
11218,91,2148,15/08/2017,30/12/2017,137,TRUE,Approved,Solex,Standard,medium,medium,$100.35,$75.26,03/11/2000,$25.09,F,78,20/03/1989,Engineer I,Manufacturing,Mass Customer,N,Yes,15,
11220,49,1792,25/02/2017,30/12/2017,308,TRUE,Cancelled,Trek Bicycles,Road,medium,medium,$533.51,$400.13,04/06/2012,$133.38,M,1,07/04/1988,0,Financial Services,Mass Customer,N,No,15,
11221,37,2064,03/07/2017,30/12/2017,180,FALSE,Approved,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,02/02/2006,"$1,544.61",M,99,19/05/1969,VP Marketing,Health,Mass Customer,N,Yes,18,
11222,95,3437,28/03/2017,30/12/2017,277,FALSE,Approved,OHM Cycles,Touring,low,medium,"$1,073.07",$933.84,25/01/1997,$139.23,M,79,20/10/1963,VP Marketing,Retail,High Net Worth,N,No,12,
11223,90,1909,16/10/2017,30/12/2017,75,FALSE,Approved,Norco Bicycles,Standard,low,medium,$363.01,$290.41,26/07/1999,$72.60,F,32,11/12/1984,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13,
11224,0,1094,12/04/2017,30/12/2017,262,FALSE,Approved,WeareA2B,Standard,medium,medium,$60.34,$45.26,15/07/1993,$15.08,M,48,27/12/1975,Dental Hygienist,Health,High Net Worth,N,No,19,
11225,3,2070,16/02/2017,30/12/2017,317,TRUE,Approved,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,22/05/2006,"$1,702.55",F,0,05/12/1981,Recruiting Manager,n/a,Mass Customer,N,No,8,
11226,39,3401,25/10/2017,30/12/2017,66,TRUE,Approved,Giant Bicycles,Standard,medium,large,"$1,812.75",$582.48,11/12/2007,"$1,230.27",F,92,28/07/1993,Tax Accountant,Telecommunications,Mass Customer,N,Yes,4,
11227,40,18,05/07/2017,30/12/2017,178,TRUE,Approved,OHM Cycles,Standard,high,medium,"$1,458.17",$874.90,02/02/2006,$583.27,F,79,06/07/1967,Professor,n/a,Affluent Customer,N,No,11,
11228,1,1695,01/08/2017,30/12/2017,151,TRUE,Approved,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,10/08/2015,"$1,010.02",F,11,18/05/1991,Environmental Specialist,n/a,High Net Worth,N,Yes,4,
11229,19,832,02/05/2017,30/12/2017,242,FALSE,Approved,OHM Cycles,Road,high,large,$12.01,$7.21,08/03/2009,$4.80,M,30,30/11/1977,Research Assistant IV,Retail,Mass Customer,N,No,14,
11230,7,2036,11/01/2017,30/12/2017,353,FALSE,Approved,Trek Bicycles,Road,low,medium,$980.37,$234.43,28/09/2004,$745.94,F,11,29/04/1977,0,n/a,Mass Customer,N,No,17,
11231,19,2921,11/02/2017,30/12/2017,322,TRUE,Approved,OHM Cycles,Road,high,large,$12.01,$7.21,08/03/2009,$4.80,F,15,12/04/1976,0,Financial Services,Mass Customer,N,No,7,
11232,25,819,04/02/2017,30/12/2017,329,FALSE,Approved,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,22/11/2016,$709.34,M,7,17/07/1975,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5,
11233,49,2529,14/04/2017,30/12/2017,260,TRUE,Approved,Solex,Standard,medium,large,"$1,061.56",$733.58,21/05/2015,$327.98,M,81,11/05/1954,Quality Engineer,Manufacturing,High Net Worth,N,Yes,10,
11234,7,2562,18/07/2017,30/12/2017,165,TRUE,Approved,Trek Bicycles,Road,low,medium,$980.37,$234.43,28/09/2004,$745.94,M,98,26/09/1980,Internal Auditor,Retail,Mass Customer,N,No,13,
11235,59,87,23/09/2017,30/12/2017,98,FALSE,Approved,Solex,Standard,medium,large,"$1,061.56",$733.58,20/07/1993,$327.98,M,78,23/04/1974,Editor,Financial Services,Mass Customer,N,No,8,
11236,43,1838,11/11/2017,30/12/2017,49,FALSE,Approved,Solex,Standard,medium,medium,"$1,151.96",$649.49,28/07/2014,$502.47,F,14,25/11/1964,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,12,
11237,69,168,01/06/2017,30/12/2017,212,TRUE,Approved,Giant Bicycles,Road,medium,medium,$792.90,$594.68,19/12/1995,$198.22,U,8,00/01/1900,General Manager,IT,Affluent Customer,N,Yes,0,
11238,22,601,13/05/2017,30/12/2017,231,FALSE,Approved,Solex,Standard,medium,medium,$575.27,$431.45,04/02/2016,$143.82,M,56,04/12/1992,Senior Quality Engineer,Retail,High Net Worth,N,Yes,4,
11239,59,1582,05/11/2017,30/12/2017,55,FALSE,Approved,Solex,Standard,medium,large,"$1,061.56",$733.58,20/07/1993,$327.98,M,32,14/01/1978,Office Assistant III,Property,Mass Customer,N,No,4,
11240,0,2512,10/09/2017,30/12/2017,111,FALSE,Approved,OHM Cycles,Standard,high,medium,$227.88,$136.73,03/03/2014,$91.15,M,3,22/05/1968,Web Developer I,n/a,High Net Worth,N,Yes,19,
11241,48,221,03/05/2017,30/12/2017,241,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,762.96",$950.52,28/07/2014,$812.44,F,14,10/03/1980,Tax Accountant,Manufacturing,Mass Customer,N,No,14,
11242,29,1915,01/04/2017,30/12/2017,273,FALSE,Approved,Norco Bicycles,Road,medium,medium,$543.39,$407.54,22/11/2016,$135.85,F,40,12/10/1953,Social Worker,Health,Mass Customer,N,Yes,12,
11243,94,845,24/09/2017,30/12/2017,97,FALSE,Cancelled,Giant Bicycles,Standard,medium,large,"$1,635.30",$993.66,09/06/2013,$641.64,F,51,24/12/1973,Associate Professor,Manufacturing,Mass Customer,N,No,3,
11244,82,208,25/08/2017,30/12/2017,127,FALSE,Approved,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,04/02/2016,$709.34,M,57,31/10/1994,Office Assistant III,Property,High Net Worth,N,No,5,
11245,40,704,18/09/2017,30/12/2017,103,FALSE,Approved,OHM Cycles,Standard,high,medium,"$1,458.17",$874.90,02/02/2006,$583.27,F,49,08/12/1998,Research Nurse,Health,Mass Customer,N,No,4,
11246,53,127,09/06/2017,30/12/2017,204,TRUE,Approved,OHM Cycles,Standard,medium,medium,$795.34,$101.58,09/02/1997,$693.76,F,81,03/12/1974,Compensation Analyst,Financial Services,Mass Customer,N,No,19,
11247,46,2279,07/02/2017,30/12/2017,326,FALSE,Approved,Solex,Standard,low,medium,"$1,289.85",$74.51,11/12/2007,"$1,215.34",M,42,19/03/1979,Human Resources Assistant II,Health,Mass Customer,N,No,3,
11248,78,2664,07/01/2017,30/12/2017,357,FALSE,Approved,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,25/07/2004,"$1,055.82",M,83,16/01/1966,Engineer II,n/a,Mass Customer,N,No,15,
11249,4,44,04/09/2017,30/12/2017,117,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,09/08/2005,$451.65,M,63,18/10/1981,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,
11250,84,1199,17/11/2017,30/12/2017,43,FALSE,Approved,Trek Bicycles,Road,medium,medium,$290.62,$215.14,05/01/2003,$75.48,M,7,14/06/1958,VP Accounting,Financial Services,Affluent Customer,N,Yes,5,
11251,0,2219,20/03/2017,30/12/2017,285,TRUE,Approved,OHM Cycles,Standard,high,medium,$227.88,$136.73,28/09/2004,$91.15,M,73,01/03/1982,Senior Quality Engineer,n/a,High Net Worth,N,Yes,3,
11252,29,661,09/04/2017,30/12/2017,265,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,03/11/2000,$834.94,F,35,07/05/1988,Sales Associate,IT,High Net Worth,N,No,14,
11253,97,499,25/08/2017,30/12/2017,127,TRUE,Approved,Solex,Standard,medium,large,$202.62,$151.96,29/03/2016,$50.66,M,39,15/03/1961,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,No,19,
11254,51,1901,03/03/2017,30/12/2017,302,TRUE,Approved,OHM Cycles,Standard,high,medium,"$2,005.66","$1,203.40",10/04/2012,$802.26,M,40,22/08/1977,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,No,8,
11255,0,2457,12/01/2017,30/12/2017,352,TRUE,Approved,Solex,Standard,medium,medium,$478.16,$298.72,20/08/2010,$179.44,M,70,12/04/1975,Developer IV,IT,High Net Worth,N,Yes,15,
11256,87,3276,09/07/2017,30/12/2017,174,FALSE,Approved,OHM Cycles,Standard,medium,medium,"$1,636.90",$44.71,20/08/2010,"$1,592.19",M,10,18/04/1979,Legal Assistant,n/a,High Net Worth,N,No,3,
11257,22,2163,23/07/2017,30/12/2017,160,FALSE,Approved,WeareA2B,Standard,medium,medium,$60.34,$45.26,23/06/1999,$15.08,M,41,25/12/1996,VP Product Management,n/a,Mass Customer,N,Yes,6,
11258,31,62,30/11/2017,30/12/2017,30,FALSE,Approved,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,07/06/2010,$57.73,F,38,06/07/1979,0,IT,Mass Customer,N,Yes,22,
11259,23,1877,11/03/2017,30/12/2017,294,TRUE,Approved,Norco Bicycles,Standard,medium,medium,"$1,198.46",$381.10,10/09/2003,$817.36,M,13,09/09/1966,Associate Professor,Financial Services,High Net Worth,N,Yes,16,
11260,60,1889,05/01/2017,30/12/2017,359,TRUE,Approved,Giant Bicycles,Standard,high,small,"$1,977.36","$1,759.85",24/08/2011,$217.51,M,98,07/07/1973,Quality Control Specialist,Retail,Affluent Customer,N,No,11,
11261,23,2732,22/02/2017,30/12/2017,311,TRUE,Approved,Norco Bicycles,Mountain,low,small,$688.63,$612.88,02/10/1993,$75.75,F,36,01/03/1961,Help Desk Operator,Health,Mass Customer,N,No,7,
11262,38,515,19/07/2017,30/12/2017,164,TRUE,Approved,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,15/09/2012,"$1,702.55",F,55,04/09/1989,Help Desk Operator,IT,High Net Worth,N,No,8,
11263,50,2454,01/12/2017,30/12/2017,29,TRUE,Approved,WeareA2B,Standard,medium,small,$175.89,$131.92,21/07/2003,$43.97,F,81,13/02/1960,Senior Sales Associate,Property,Mass Customer,N,Yes,12,
11264,76,2755,08/01/2017,30/12/2017,356,TRUE,Approved,WeareA2B,Standard,low,medium,$642.31,$513.85,25/07/2004,$128.46,F,66,28/07/1999,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,1,
11265,54,3001,26/02/2017,30/12/2017,307,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,292.84",$13.44,12/04/2009,"$1,279.40",M,48,22/07/1977,Engineer IV,Argiculture,Mass Customer,N,No,20,
11266,0,1236,20/04/2017,30/12/2017,254,TRUE,Approved,Solex,Standard,medium,medium,$478.16,$298.72,02/10/1992,$179.44,M,75,21/05/1974,Web Designer IV,Financial Services,High Net Worth,N,Yes,18,
11267,17,3014,07/06/2017,30/12/2017,206,FALSE,Approved,WeareA2B,Touring,medium,large,"$1,362.99",$57.74,20/04/1993,"$1,305.25",F,59,30/03/2001,Software Engineer II,n/a,High Net Worth,N,No,1,
11268,68,2759,05/01/2017,30/12/2017,359,FALSE,Approved,OHM Cycles,Standard,medium,medium,"$1,636.90",$44.71,22/05/2006,"$1,592.19",F,16,14/11/2001,Operator,Health,Affluent Customer,N,Yes,1,
11269,62,1410,22/03/2017,30/12/2017,283,TRUE,Approved,Solex,Standard,high,medium,"$1,024.66",$614.80,22/05/2000,$409.86,F,10,22/01/1997,Marketing Manager,Retail,High Net Worth,N,Yes,6,
11270,30,3153,17/01/2017,30/12/2017,347,FALSE,Approved,OHM Cycles,Standard,medium,medium,"$1,227.34",$770.89,10/08/1994,$456.45,F,87,30/12/1973,Compensation Analyst,Financial Services,High Net Worth,N,No,15,
11271,17,1119,05/01/2017,30/12/2017,359,,Cancelled,Solex,Standard,high,medium,"$1,024.66",$614.80,12/03/2013,$409.86,M,43,09/10/1976,0,Entertainment,Mass Customer,N,Yes,19,
11272,46,2428,29/04/2017,30/12/2017,245,TRUE,Approved,Solex,Standard,low,medium,"$1,289.85",$74.51,09/02/1997,"$1,215.34",M,74,26/07/1968,Help Desk Operator,n/a,Mass Customer,N,Yes,9,
11273,32,627,30/10/2017,30/12/2017,61,TRUE,Approved,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,25/08/1997,$471.60,F,24,24/09/1970,0,n/a,High Net Worth,N,No,10,
11274,2,442,11/06/2017,30/12/2017,202,TRUE,Approved,Solex,Standard,medium,medium,$71.49,$53.62,02/12/2012,$17.87,M,2,06/10/2001,0,Financial Services,Mass Customer,N,No,1,
11275,75,1019,18/11/2017,30/12/2017,42,TRUE,Approved,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,25/07/2004,"$1,010.02",M,42,19/11/1973,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14,
11276,33,3042,07/03/2017,30/12/2017,298,FALSE,Approved,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",04/12/1999,$199.10,M,76,17/03/1971,Engineer II,Property,High Net Worth,N,Yes,15,
11277,18,2620,03/04/2017,30/12/2017,271,FALSE,Approved,Solex,Standard,medium,medium,$575.27,$431.45,12/03/2013,$143.82,M,26,30/04/1999,Civil Engineer,Manufacturing,Mass Customer,N,No,1,
11278,24,927,16/02/2017,30/12/2017,317,TRUE,Approved,Solex,Road,medium,large,"$1,777.80",$820.78,10/11/2006,$957.02,M,25,19/02/1966,Cost Accountant,Financial Services,Mass Customer,N,Yes,18,
11279,5,2009,27/11/2017,30/12/2017,33,FALSE,Approved,Trek Bicycles,Mountain,low,medium,$574.64,$459.71,29/08/2011,$114.93,F,19,16/03/1960,Staff Accountant IV,Health,Affluent Customer,N,Yes,19,
11280,81,2229,16/10/2017,30/12/2017,75,FALSE,Approved,Norco Bicycles,Standard,medium,small,$586.45,$521.94,02/08/2015,$64.51,F,76,10/04/1959,Cost Accountant,Financial Services,Affluent Customer,N,Yes,7,
11281,44,2873,02/01/2017,30/12/2017,362,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,769.64",$108.76,09/05/2011,"$1,660.88",F,59,25/06/1981,Cost Accountant,Financial Services,Mass Customer,N,No,13,
11282,74,3166,01/01/2017,30/12/2017,363,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,22/05/2000,$827.16,M,96,11/05/1955,Social Worker,Health,Mass Customer,N,No,20,
11283,34,2558,14/01/2017,30/12/2017,350,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,09/09/1994,"$1,069.55",F,84,19/10/1974,0,Health,High Net Worth,N,Yes,20,
11284,56,894,25/10/2017,30/12/2017,66,FALSE,Approved,Norco Bicycles,Mountain,low,small,$688.63,$612.88,04/02/2016,$75.75,F,13,18/12/1970,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9,
11285,53,3105,12/04/2017,30/12/2017,262,FALSE,Approved,OHM Cycles,Standard,medium,medium,$795.34,$101.58,09/02/1997,$693.76,M,88,14/10/1965,Teacher,Health,Mass Customer,N,No,12,
11286,98,162,28/03/2017,30/12/2017,277,TRUE,Approved,Trek Bicycles,Standard,high,medium,$358.39,$215.03,16/01/2004,$143.36,M,90,12/08/1979,Nurse Practicioner,IT,Mass Customer,N,No,15,
11287,77,2230,08/10/2017,30/12/2017,83,TRUE,Approved,Norco Bicycles,Road,medium,large,"$1,240.31",$795.10,10/01/2011,$445.21,F,53,22/12/1977,0,n/a,Mass Customer,N,No,19,
11288,18,3405,15/02/2017,30/12/2017,318,TRUE,Approved,Solex,Standard,medium,medium,$575.27,$431.45,16/12/1998,$143.82,F,89,18/08/1996,Project Manager,Financial Services,Mass Customer,N,Yes,3,
11289,70,511,04/05/2017,30/12/2017,240,FALSE,Approved,Norco Bicycles,Road,medium,medium,"$1,036.59",$206.35,06/05/1991,$830.24,F,92,02/12/1982,Dental Hygienist,Health,High Net Worth,N,No,10,
11290,85,2553,02/08/2017,30/12/2017,150,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,22/05/2000,$827.16,M,42,09/10/1981,0,n/a,High Net Worth,N,Yes,13,
11291,62,1142,10/07/2017,30/12/2017,173,FALSE,Approved,Solex,Standard,medium,medium,$478.16,$298.72,23/06/1993,$179.44,M,95,07/05/1998,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2,
11292,0,3345,29/11/2017,30/12/2017,31,TRUE,Approved,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,23/06/1999,$110.81,M,83,23/06/1977,0,Financial Services,High Net Worth,N,No,12,
11293,98,116,16/07/2017,30/12/2017,167,TRUE,Approved,Trek Bicycles,Standard,high,medium,$358.39,$215.03,10/08/1994,$143.36,M,49,05/02/1999,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,2,
11294,42,3257,03/11/2017,30/12/2017,57,FALSE,Approved,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",04/06/2012,$199.10,M,64,07/05/1980,Senior Editor,n/a,Mass Customer,N,Yes,10,
11295,46,3227,16/04/2017,30/12/2017,258,TRUE,Approved,Solex,Standard,low,medium,"$1,289.85",$74.51,11/12/2007,"$1,215.34",M,37,06/12/1995,0,Manufacturing,Affluent Customer,N,No,2,
11296,21,57,20/01/2017,30/12/2017,344,FALSE,Approved,Solex,Standard,medium,large,"$1,071.23",$380.74,04/02/2016,$690.49,M,87,13/06/1988,Chief Design Engineer,n/a,Mass Customer,N,Yes,13,
11297,18,401,25/10/2017,30/12/2017,66,FALSE,Approved,Solex,Standard,medium,medium,$575.27,$431.45,12/03/2013,$143.82,F,56,11/12/1986,Assistant Professor,Retail,Mass Customer,N,No,15,
